Var1	Var2	cor	abs	pvalue
Valeic_acid	g__Ruminococcaceae_unclassified2	0.075819328	0.075819328	0.11266081
Valeic_acid	g__Rikenellaceae_U29.B03	-0.071644966	0.071644966	0.112844133
Isobutyic_acid	g__Ruminococcaceae_unclassified2	-0.075607707	0.075607707	0.113671094
Popionic_acid	g__Ruminococcus	0.069316694	0.069316694	0.11904292
Butyic_acid	g__Erysipelatoclostridiaceae_UCG.004	0.07013661	0.07013661	0.119134767
Acetic_acid	g__Bacteroidales_BS11_gut_group	0.069293831	0.069293831	0.119531552
Acetic_Popionic_ratio	g__Bacteroidales_BS11_gut_group	0.069257293	0.069257293	0.119727113
Isobutyic_acid	g__Moryella	0.070371123	0.070371123	0.120164041
Popionic_acid	g__Oscillospirales_unclassified1	-0.075784886	0.075784886	0.121412554
Valeic_acid	g__Bacteroidales_F082	-0.068514238	0.068514238	0.124507205
Total_VFAs	g__Lachnospiraceae_NK3A20_group	-0.067991726	0.067991726	0.127412607
Valeic_acid	g__Oscillospiraceae_V9D2013_group	-0.068410761	0.068410761	0.127743804
Acetic_Popionic_ratio	g__Bacteroidales_unclassified	-0.068201087	0.068201087	0.128147449
Isovaleic_acid	g__Prevotellaceae_NK3B31_group	0.068141429	0.068141429	0.128867634
Isobutyic_acid	g__Oribacterium	0.07467189	0.07467189	0.129765176
Isovaleic_acid	g__Erysipelatoclostridiaceae_UCG.004	-0.068185731	0.068185731	0.129781277
Isovaleic_acid	g__Bacteroidales_unclassified	0.067702448	0.067702448	0.130967264
Isovaleic_acid	g__Moryella	0.067834623	0.067834623	0.134149566
Isobutyic_acid	g__Prevotellaceae_unclassified	-0.067984868	0.067984868	0.137344384
Isobutyic_acid	g__Butyrivibrio	0.067035972	0.067035972	0.13799452
Valeic_acid	g__Bacteroidales_p.251.o5	-0.066057016	0.066057016	0.138237171
Popionic_acid	g__Lachnospiraceae_unclassified1	-0.065685711	0.065685711	0.139684319
Acetic_acid	g__Lachnospiraceae_unclassified2	-0.065401785	0.065401785	0.141407525
Valeic_acid	g__Defluviitaleaceae_UCG.011	0.071302974	0.071302974	0.14271644
Valeic_acid	g__Clostridia_UCG.014	0.06470811	0.06470811	0.145686052
Popionic_acid	g__Erysipelatoclostridiaceae_UCG.004	0.065229632	0.065229632	0.147297851
Popionic_acid	g__Bacteroidales_unclassified	0.064122178	0.064122178	0.152642156
Acetic_Popionic_ratio	g__Erysipelatoclostridiaceae_UCG.004	-0.06414942	0.06414942	0.154129946
Valeic_acid	g__Bacteroidales_RF16_group	-0.063065657	0.063065657	0.156209831
Total_VFAs	g__probable_genus_10	-0.063414897	0.063414897	0.156395591
Butyic_acid	g__Ruminococcaceae_unclassified2	0.067539443	0.067539443	0.157747684
Isobutyic_acid	g__Oscillospiraceae_NK4A214_group	-0.062813131	0.062813131	0.157877605
Butyic_acid	g__Oscillospirales_unclassified1	-0.068062824	0.068062824	0.164327866
Butyic_acid	g__Sphaerochaeta	0.064584185	0.064584185	0.164868092
Valeic_acid	g__Oribacterium	0.068429706	0.068429706	0.16511616
Total_VFAs	g__Ruminococcaceae_unclassified2	0.065847326	0.065847326	0.168445427
Acetic_acid	g__Bacteroidales_unclassified	-0.061511945	0.061511945	0.170086433
Popionic_acid	g__Bacteroidales_BS11_gut_group	-0.060599613	0.060599613	0.173502829
Butyic_acid	g__Defluviitaleaceae_UCG.011	0.065988232	0.065988232	0.175020218
Acetic_acid	g__Rikenellaceae_U29.B03	0.061064978	0.061064978	0.176720528
Isovaleic_acid	g__Fibrobacter	0.061080874	0.061080874	0.178389521
Valeic_acid	g__Oscillospirales_UCG.011	0.060697567	0.060697567	0.178899185
Isobutyic_acid	g__Family_XIII_AD3011_group	0.061117552	0.061117552	0.179477823
Butyic_acid	g__Alloprevotella	-0.066045808	0.066045808	0.182511546
Isobutyic_acid	g__Lachnospiraceae_UCG.006	0.063592532	0.063592532	0.184034514
Isovaleic_acid	g__Alloprevotella	-0.06549858	0.06549858	0.186170598
Isobutyic_acid	g__.Eubacterium._ruminantium_group	-0.059106704	0.059106704	0.187886565
Valeic_acid	g__Lachnospiraceae_unclassified1	-0.057899445	0.057899445	0.193061257
Isovaleic_acid	g__Ruminococcaceae_unclassified2	-0.060978482	0.060978482	0.202243664
Acetic_Popionic_ratio	g__Oscillospiraceae_UCG.002	-0.056317689	0.056317689	0.206427732
Acetic_acid	g__Saccharofermentans	0.056156487	0.056156487	0.206829421
Popionic_acid	g__Butyrivibrio	-0.056998452	0.056998452	0.207378265
Acetic_Popionic_ratio	g__Butyrivibrio	0.056906303	0.056906303	0.208114971
Butyic_acid	g__Prevotellaceae_UCG.003	-0.055990146	0.055990146	0.208179626
Valeic_acid	g__Prevotellaceae_UCG.001	-0.055959899	0.055959899	0.208425835
Acetic_acid	g__Muribaculaceae	-0.055926016	0.055926016	0.20960635
Popionic_acid	g__Moryella	0.056560564	0.056560564	0.211832664
Acetic_Popionic_ratio	g__Ruminococcus	-0.055515299	0.055515299	0.212069052
Butyic_acid	g__.Ruminococcus._gauvreauii_group	0.061155835	0.061155835	0.21322317
Isobutyic_acid	g__Prevotellaceae_NK3B31_group	0.055615005	0.055615005	0.215367764
Acetic_Popionic_ratio	g__Prevotellaceae_UCG.004	-0.055027364	0.055027364	0.217490565
Valeic_acid	g__Clostridia_vadinBB60_group	-0.055853394	0.055853394	0.220469485
Popionic_acid	g__Prevotellaceae_UCG.004	0.054343487	0.054343487	0.223269931
Popionic_acid	g__Prevotellaceae_NK3B31_group	-0.05461662	0.05461662	0.223731619
Valeic_acid	g__Oscillospiraceae_unclassified2	-0.055520253	0.055520253	0.224204545
Acetic_acid	g__Bacteroidales_p.251.o5	0.054149737	0.054149737	0.224465315
Acetic_Popionic_ratio	g__Lachnospiraceae_unclassified1	0.053926114	0.053926114	0.225466049
Popionic_acid	g__Ruminiclostridium	-0.053965715	0.053965715	0.22558524
Acetic_Popionic_ratio	g__Defluviitaleaceae_UCG.011	0.058745926	0.058745926	0.227384263
Total_VFAs	g__Butyrivibrio	0.054574836	0.054574836	0.22738783
Total_VFAs	g__Ruminococcaceae_CAG.352	-0.053560923	0.053560923	0.231884185
Acetic_acid	g__Veillonellaceae_UCG.001	0.053759744	0.053759744	0.233937718
Popionic_acid	g__Defluviitaleaceae_UCG.011	-0.057073314	0.057073314	0.240916867
Isovaleic_acid	g__Family_XIII_AD3011_group	0.053385566	0.053385566	0.241083992
Valeic_acid	g__probable_genus_10	-0.052042613	0.052042613	0.244931077
Acetic_acid	g__Erysipelatoclostridiaceae_UCG.004	-0.052101023	0.052101023	0.247260142
Butyic_acid	g__Oscillospiraceae_UCG.002	-0.051021178	0.051021178	0.252431831
Butyic_acid	g__Lachnospiraceae_unclassified2	-0.050848841	0.050848841	0.253096945
Acetic_acid	g__Monoglobus	0.054955793	0.054955793	0.254375162
Isovaleic_acid	g__Oscillospiraceae_NK4A214_group	0.050651378	0.050651378	0.254946962
Popionic_acid	g__Lachnospiraceae_NK3A20_group	-0.050785298	0.050785298	0.255107689
Acetic_acid	g__Oscillospiraceae_unclassified2	0.051442583	0.051442583	0.260151083
Acetic_acid	g__Sphaerochaeta	0.052328065	0.052328065	0.260626544
Isovaleic_acid	g__Lachnospiraceae_ND3007_group	0.051101038	0.051101038	0.261346761
Acetic_Popionic_ratio	g__Lachnospiraceae_NK3A20_group	0.049999538	0.049999538	0.262543094
Acetic_acid	g__Absconditabacteriales_.SR1.	0.048747078	0.048747078	0.275179713
Acetic_Popionic_ratio	g__Prevotellaceae_NK3B31_group	0.048882772	0.048882772	0.276253821
Popionic_acid	g__Muribaculaceae	-0.048505584	0.048505584	0.276609789
Isovaleic_acid	g__Prevotellaceae_UCG.004	0.048290413	0.048290413	0.279227384
Acetic_Popionic_ratio	g__Ruminiclostridium	0.047773042	0.047773042	0.283458362
Acetic_Popionic_ratio	g__Acetitomaculum	0.049148501	0.049148501	0.28970873
Valeic_acid	g__Prevotellaceae_unclassified	-0.048264891	0.048264891	0.291799027
Acetic_Popionic_ratio	g__Bacteroidales_p.251.o5	0.046783815	0.046783815	0.294037844
Acetic_acid	g__Prevotellaceae_UCG.004	-0.046526175	0.046526175	0.297188666
Butyic_acid	g__Lachnospiraceae_UCG.008	-0.046422716	0.046422716	0.302641742
Butyic_acid	g__Butyrivibrio	-0.046371222	0.046371222	0.305150722
Acetic_Popionic_ratio	g__Lachnospiraceae_NK4A136_group	0.046183515	0.046183515	0.305634006
Popionic_acid	g__probable_genus_10	0.045587761	0.045587761	0.30850078
Acetic_acid	g__Oscillospiraceae_UCG.005	0.045176564	0.045176564	0.309994797
Isovaleic_acid	g__Prevotellaceae_unclassified	-0.046343065	0.046343065	0.311460904
Acetic_acid	g__Prevotellaceae_UCG.003	-0.044834262	0.044834262	0.313678821
Isobutyic_acid	g__Lachnospiraceae_unclassified2	0.04475756	0.04475756	0.314508244
Valeic_acid	g__Oscillospirales_UCG.010	-0.044351493	0.044351493	0.318923233
Acetic_acid	g__Butyrivibrio	0.044432391	0.044432391	0.325837894
Butyic_acid	g__Prevotella	0.043568824	0.043568824	0.327546413
Total_VFAs	g__Oscillospirales_unclassified2	0.048198999	0.048198999	0.328510431
Isovaleic_acid	g__Lachnospiraceae_NK3A20_group	-0.043322202	0.043322202	0.33173662
Isovaleic_acid	g__Prevotellaceae_UCG.001	-0.04275913	0.04275913	0.33662464
Popionic_acid	g__Bacteroidales_p.251.o5	-0.042633242	0.042633242	0.339009802
Acetic_Popionic_ratio	g__probable_genus_10	-0.042573425	0.042573425	0.34161801
Butyic_acid	g__Rikenellaceae_RC9_gut_group	-0.042239853	0.042239853	0.342530848
Total_VFAs	g__Acetitomaculum	-0.043628422	0.043628422	0.347357994
Popionic_acid	g__Acetitomaculum	-0.043617156	0.043617156	0.347482625
Butyic_acid	g__Bacteroidales_p.251.o5	-0.040838746	0.040838746	0.359748423
Acetic_acid	g__Oscillospiraceae_NK4A214_group	0.04030818	0.04030818	0.365076923
Total_VFAs	g__Lachnospiraceae_unclassified1	-0.03986892	0.03986892	0.370330034
Acetic_acid	g__Marinilabiliaceae_unclassified	0.04032914	0.04032914	0.377482231
Butyic_acid	g__Family_XIII_AD3011_group	-0.040147395	0.040147395	0.378147766
Acetic_acid	g__Prevotellaceae_UCG.001	-0.038823872	0.038823872	0.383014674
Acetic_Popionic_ratio	g__Bacteroidales_RF16_group	-0.038507537	0.038507537	0.386906017
Popionic_acid	g__Oscillospiraceae_UCG.002	0.038456349	0.038456349	0.388480396
Acetic_acid	g__Anaerovorax	0.038137563	0.038137563	0.391487581
Isovaleic_acid	g__Oscillospirales_UCG.011	0.038003715	0.038003715	0.400279093
Butyic_acid	g__Oscillospiraceae_unclassified2	-0.038338938	0.038338938	0.401492165
Popionic_acid	g__Bacteroidales_RF16_group	0.037336294	0.037336294	0.401521986
Valeic_acid	g__Butyrivibrio	-0.03774953	0.03774953	0.403920874
Valeic_acid	g__Prevotella	-0.03708805	0.03708805	0.404661741
Acetic_acid	g__.Ruminococcus._gauvreauii_group	0.040783919	0.040783919	0.406722964
Valeic_acid	g__Marinilabiliaceae_unclassified	-0.037174621	0.037174621	0.415952664
Total_VFAs	g__Colidextribacter	0.036416621	0.036416621	0.43188746
Isobutyic_acid	g__Defluviitaleaceae_UCG.011	-0.038070234	0.038070234	0.434283123
Valeic_acid	g__Papillibacter	-0.034608694	0.034608694	0.436815653
Popionic_acid	g__Oribacterium	-0.037432574	0.037432574	0.448043949
Valeic_acid	g__Ruminiclostridium	-0.033741268	0.033741268	0.448852426
Total_VFAs	g__Pseudobutyrivibrio	0.033057922	0.033057922	0.458097468
Acetic_acid	g__Pseudobutyrivibrio	0.033041249	0.033041249	0.458324357
Isovaleic_acid	g__Clostridia_vadinBB60_group	-0.033614679	0.033614679	0.461090299
Isobutyic_acid	g__Prevotellaceae_UCG.001	-0.032269803	0.032269803	0.468449849
Acetic_Popionic_ratio	g__Rikenellaceae_U29.B03	0.031957316	0.031957316	0.479875754
Acetic_acid	g__Acetitomaculum	0.032717996	0.032717996	0.481073998
Isobutyic_acid	g__Lachnospiraceae_ND3007_group	0.031879245	0.031879245	0.483656321
Acetic_acid	g__Prevotellaceae_NK3B31_group	0.031434961	0.031434961	0.483983496
Total_VFAs	g__.Ruminococcus._gauvreauii_group	-0.034250091	0.034250091	0.486009347
Isovaleic_acid	g__Sphaerochaeta	-0.032206835	0.032206835	0.488896683
Butyic_acid	g__Prevotellaceae_unclassified	-0.031337954	0.031337954	0.493823191
Acetic_acid	g__Colidextribacter	-0.031426043	0.031426043	0.497645709
Total_VFAs	g__Moryella	0.030739401	0.030739401	0.497662902
Acetic_acid	g__Prevotellaceae_unclassified	-0.031041289	0.031041289	0.497923816
Valeic_acid	g__.Eubacterium._coprostanoligenes_group	0.030025846	0.030025846	0.499952105
Acetic_acid	g__Bacteroidales_RF16_group	-0.029419738	0.029419738	0.508649354
Acetic_acid	g__Defluviitaleaceae_UCG.011	0.032150884	0.032150884	0.509097552
Acetic_acid	g__Lachnospiraceae_UCG.008	0.029624262	0.029624262	0.51081048
Popionic_acid	g__Fibrobacter	0.029279952	0.029279952	0.519167003
Acetic_acid	g__Lachnospiraceae_XPB1014_group	0.028295382	0.028295382	0.531635745
Acetic_acid	g__Oribacterium	-0.030557893	0.030557893	0.535737042
Isobutyic_acid	g__Colidextribacter	-0.027417683	0.027417683	0.55407814
Acetic_acid	g__Ruminococcus	-0.025709519	0.025709519	0.563561816
Popionic_acid	g__Rikenellaceae_U29.B03	-0.025529569	0.025529569	0.572517599
Isobutyic_acid	g__Oscillospirales_unclassified2	-0.02763628	0.02763628	0.575451937
Acetic_Popionic_ratio	g__.Ruminococcus._gauvreauii_group	0.027439479	0.027439479	0.576790539
Isobutyic_acid	g__Prevotellaceae_UCG.003	0.024718292	0.024718292	0.578700107
Popionic_acid	g__Lachnospiraceae_NK4A136_group	-0.02497694	0.02497694	0.579701836
Total_VFAs	g__Oscillospirales_unclassified1	-0.025994993	0.025994993	0.595693017
Acetic_Popionic_ratio	g__Muribaculaceae	0.023464772	0.023464772	0.59883895
Acetic_acid	g__Clostridia_vadinBB60_group	0.023392142	0.023392142	0.608067915
Acetic_Popionic_ratio	g__Lachnospiraceae_XPB1014_group	0.023018872	0.023018872	0.610870336
Popionic_acid	g__Lachnospiraceae_XPB1014_group	-0.022652141	0.022652141	0.616566208
Isovaleic_acid	g__Colidextribacter	-0.022932847	0.022932847	0.620704808
Total_VFAs	g__Oribacterium	0.024216739	0.024216739	0.62362263
Popionic_acid	g__Oscillospirales_unclassified2	-0.024119302	0.024119302	0.625020372
Isovaleic_acid	g__Ruminococcaceae_CAG.352	-0.021613241	0.021613241	0.62971114
Valeic_acid	g__Monoglobus	-0.023122301	0.023122301	0.631753927
Butyic_acid	g__Oribacterium	0.022866741	0.022866741	0.643106901
Total_VFAs	g__Lachnospiraceae_AC2044_group	-0.020526917	0.020526917	0.644723015
Acetic_Popionic_ratio	g__Fibrobacter	-0.020848272	0.020848272	0.64627091
Isovaleic_acid	g__Lachnospiraceae_unclassified2	0.020170986	0.020170986	0.650470758
Isobutyic_acid	g__Bacteroidales_unclassified	0.020223195	0.020223195	0.652230936
Total_VFAs	g__Lachnospiraceae_unclassified2	-0.019992538	0.019992538	0.653360283
Popionic_acid	g__Absconditabacteriales_.SR1.	0.019763794	0.019763794	0.658347314
Total_VFAs	g__Defluviitaleaceae_UCG.011	-0.021321466	0.021321466	0.661538859
Valeic_acid	g__Ruminococcaceae_CAG.352	0.019348303	0.019348303	0.666033054
Acetic_acid	g__Lachnospiraceae_NK3A20_group	0.019256504	0.019256504	0.666269136
Isovaleic_acid	g__Lachnospiraceae_UCG.006	0.020654734	0.020654734	0.666408545
Isobutyic_acid	g__Ruminococcaceae_CAG.352	-0.018874445	0.018874445	0.673735654
Isobutyic_acid	g__Clostridia_unclassified	-0.019220625	0.019220625	0.675096956
Isobutyic_acid	g__Lachnospiraceae_XPB1014_group	0.018892481	0.018892481	0.676239836
Valeic_acid	g__Lachnospiraceae_unclassified2	0.018143874	0.018143874	0.683593347
Valeic_acid	g__Oscillospirales_unclassified1	0.019168205	0.019168205	0.695629331
Valeic_acid	g__Oscillospiraceae_UCG.002	-0.016994418	0.016994418	0.703215722
Acetic_acid	g__Oscillospirales_unclassified2	-0.018661905	0.018661905	0.705327932
Acetic_Popionic_ratio	g__Oscillospirales_unclassified2	0.01838407	0.01838407	0.709514969
Acetic_Popionic_ratio	g__Candidatus_Saccharimonas	-0.016517353	0.016517353	0.711443472
Butyic_acid	g__Clostridia_unclassified	-0.016826556	0.016826556	0.713659804
Isovaleic_acid	g__Defluviitaleaceae_UCG.011	0.017612112	0.017612112	0.717641234
Acetic_acid	g__Ruminiclostridium	0.016016139	0.016016139	0.719291262
Butyic_acid	g__Oscillospirales_UCG.011	-0.016089241	0.016089241	0.721846614
Isovaleic_acid	g__Prevotellaceae_UCG.003	-0.015844485	0.015844485	0.721910481
Total_VFAs	g__Prevotellaceae_NK3B31_group	0.015832107	0.015832107	0.724506675
Acetic_Popionic_ratio	g__Family_XIII_AD3011_group	0.015956866	0.015956866	0.726214404
Acetic_Popionic_ratio	g__Clostridia_vadinBB60_group	0.015900163	0.015900163	0.727420684
Total_VFAs	g__Absconditabacteriales_.SR1.	-0.015308171	0.015308171	0.731980376
Acetic_acid	g__Fibrobacter	0.015282127	0.015282127	0.736569134
Valeic_acid	g__Lachnospiraceae_UCG.006	0.014979431	0.014979431	0.754570944
Isobutyic_acid	g__Alloprevotella	-0.015501382	0.015501382	0.7546185
Butyic_acid	g__Lachnospiraceae_XPB1014_group	0.014047784	0.014047784	0.756180729
Valeic_acid	g__Ruminococcaceae_unclassified1	0.01363538	0.01363538	0.759391745
Butyic_acid	g__Muribaculaceae	0.013071479	0.013071479	0.769499563
Total_VFAs	g__Veillonellaceae_UCG.001	-0.013111182	0.013111182	0.771745238
Valeic_acid	g__Lachnoclostridium	-0.012843733	0.012843733	0.772967049
Acetic_Popionic_ratio	g__Oribacterium	0.013997982	0.013997982	0.7766983
Butyic_acid	g__Bacteroidales_unclassified	-0.012588359	0.012588359	0.779087391
Butyic_acid	g__.Eubacterium._ruminantium_group	0.012458994	0.012458994	0.781514515
Isovaleic_acid	g__Oscillospirales_unclassified2	0.013664104	0.013664104	0.781888605
Valeic_acid	g__Alloprevotella	0.01369851	0.01369851	0.782394225
Butyic_acid	g__Prevotellaceae_UCG.001	-0.0121519	0.0121519	0.784887874
Acetic_Popionic_ratio	g__Colidextribacter	-0.01260973	0.01260973	0.785567054
Isobutyic_acid	g__Oscillospirales_UCG.011	0.012209783	0.012209783	0.787046943
Valeic_acid	g__Saccharofermentans	0.011866916	0.011866916	0.789813207
Total_VFAs	g__Oscillospiraceae_NK4A214_group	-0.011588286	0.011588286	0.794636845
Acetic_acid	g__Family_XIII_AD3011_group	-0.011740333	0.011740333	0.796693756
Popionic_acid	g__Family_XIII_AD3011_group	-0.011723187	0.011723187	0.796984195
Acetic_Popionic_ratio	g__Monoglobus	0.012333616	0.012333616	0.798247069
Acetic_acid	g__Lachnospiraceae_unclassified1	0.011379498	0.011379498	0.798256529
Popionic_acid	g__.Ruminococcus._gauvreauii_group	-0.01230681	0.01230681	0.802382538
Isobutyic_acid	g__Clostridia_vadinBB60_group	-0.010889481	0.010889481	0.811332052
Popionic_acid	g__Colidextribacter	0.010824763	0.010824763	0.815329669
Popionic_acid	g__Candidatus_Saccharimonas	0.010359297	0.010359297	0.816542352
Acetic_Popionic_ratio	g__Ruminococcaceae_unclassified2	0.010771893	0.010771893	0.821933169
Isovaleic_acid	g__Candidatus_Saccharimonas	0.009962433	0.009962433	0.823452804
Valeic_acid	g__Lachnospiraceae_ND3007_group	-0.01001297	0.01001297	0.825910639
Valeic_acid	g__Muribaculaceae	-0.009169877	0.009169877	0.837133817
Popionic_acid	g__Saccharofermentans	0.008118301	0.008118301	0.855308971
Acetic_Popionic_ratio	g__Saccharofermentans	0.008076406	0.008076406	0.856047513
Total_VFAs	g__Alloprevotella	0.008871676	0.008871676	0.85803747
Acetic_acid	g__probable_genus_10	-0.007801084	0.007801084	0.861725277
Acetic_Popionic_ratio	g__Absconditabacteriales_.SR1.	-0.007680865	0.007680865	0.863565048
Acetic_Popionic_ratio	g__Pseudobutyrivibrio	0.007601003	0.007601003	0.864569803
Popionic_acid	g__Clostridia_vadinBB60_group	-0.007260879	0.007260879	0.873540565
Acetic_acid	g__Ruminococcaceae_unclassified2	0.007234403	0.007234403	0.879859445
Valeic_acid	g__Oscillospirales_unclassified2	0.007373371	0.007373371	0.881243943
Acetic_acid	g__Lachnospiraceae_AC2044_group	0.006512909	0.006512909	0.883693605
Valeic_acid	g__.Eubacterium._ventriosum_group	0.006526029	0.006526029	0.886718678
Butyic_acid	g__Clostridia_vadinBB60_group	-0.006149891	0.006149891	0.892763025
Acetic_acid	g__Lachnospiraceae_ND3007_group	-0.005853916	0.005853916	0.897684003
Valeic_acid	g__Anaerovorax	0.005552759	0.005552759	0.900743687
Isovaleic_acid	g__Clostridia_unclassified	-0.00534691	0.00534691	0.907180704
Isovaleic_acid	g__.Eubacterium._ruminantium_group	0.004671096	0.004671096	0.91718649
Acetic_acid	g__Candidatus_Saccharimonas	-0.004314097	0.004314097	0.923035158
Popionic_acid	g__Monoglobus	-0.004283666	0.004283666	0.929259318
Butyic_acid	g__Christensenellaceae_R.7_group	-0.003816477	0.003816477	0.931686996
Total_VFAs	g__Fibrobacter	0.003856856	0.003856856	0.932344873
Total_VFAs	g__Bacteroidales_p.251.o5	-0.003327259	0.003327259	0.940544309
Butyic_acid	g__Ruminococcaceae_CAG.352	0.002087721	0.002087721	0.962859083
Popionic_acid	g__Pseudobutyrivibrio	-0.001823059	0.001823059	0.967369794
Total_VFAs	g__Lachnospiraceae_XPB1014_group	0.000987816	0.000987816	0.982581372
Popionic_acid	g__Ruminococcaceae_unclassified2	0.000136164	0.000136164	0.997730172
Butyic_acid	g__Prevotellaceae_NK3B31_group	7.16E-05	7.16082E-05	0.998728184
